日期,平均氣溫(℃),平均相對溼度( %),最低氣壓時間,最低氣溫(℃),最低氣溫時間,最低相對溼度時間,最大六十分鐘降水量起始時間,最大十分鐘降水量起始時間,最高氣壓時間,最高氣溫(℃),最高氣溫時間,累積日照時數(hr),累計雨量(mm)
2017-02-07,20.6,70,,15.8,,,,,,25.5,,3.6,0.0
2017-02-08,20.5,68,,15.8,,,,,,26.0,,8.8,0.0
2017-02-09,17.0,67,,12.8,,,,,,22.1,,6.3,0.0
2017-02-10,15.0,61,,12.2,,,,,,19.8,,1.3,0.0
2017-02-11,13.4,84,,12.0,,,,,,15.2,,0.0,0.0
2017-02-12,16.8,77,,13.0,,,,,,22.2,,2.1,0.0
2017-02-13,18.2,68,,11.7,,,,,,26.0,,9.0,0.0
2017-02-14,19.0,65,,11.7,,,,,,27.1,,7.2,0.0
2017-02-15,19.3,65,,12.9,,,,,,26.6,,8.9,0.0
2017-02-16,19.5,59,,12.0,,,,,,28.3,,9.7,0.0
2017-02-17,20.8,62,,13.0,,,,,,28.6,,9.3,0.0
2017-02-18,21.5,66,,15.7,,,,,,29.5,,9.0,0.0
2017-02-19,21.4,72,,15.4,,,,,,28.4,,6.7,0.0
2017-02-20,24.1,76,,18.8,,,,,,30.2,,7.9,0.0
2017-02-21,24.1,74,,20.5,,,,,,30.3,,5.1,0.0
2017-02-22,23.5,78,,19.3,,,,,,29.2,,3.7,0.0
2017-02-23,24.7,71,,16.7,,,,,,31.8,,8.2,0.0
2017-02-24,18.5,74,,15.7,,,,,,23.4,,0.0,0.0
2017-02-25,19.5,71,,15.4,,,,,,26.5,,4.3,0.0
2017-02-26,18.9,71,,15.1,,,,,,26.0,,7.9,0.0
2017-02-27,20.2,65,,14.7,,,,,,26.4,,5.4,0.0
2017-02-28,20.8,66,,14.8,,,,,,27.0,,6.7,0.0
2017-03-01,20.0,68,,15.1,,,,,,27.4,,7.9,0.0
2017-03-02,19.8,58,,14.8,,,,,,27.0,,7.2,0.0
2017-03-03,20.1,65,,13.6,,,,,,26.4,,5.6,0.0
2017-03-04,22.7,65,,17.5,,,,,,29.1,,7.4,0.0
2017-03-05,22.8,70,,16.3,,,,,,30.3,,8.5,0.0
2017-03-06,22.5,70,,17.8,,,,,,28.8,,7.0,0.0
2017-03-07,18.8,77,,16.2,,,,,,22.0,,0.0,0.0
2017-03-08,16.2,94,,15.7,,,,,,18.1,,0.0,2.5
2017-03-09,20.8,76,,15.9,,,,,,26.6,,4.1,0.0
2017-03-10,22.6,75,,17.3,,,,,,29.4,,6.3,3.0
2017-03-11,22.1,81,,18.5,,,,,,28.1,,4.6,0.0
2017-03-12,24.4,74,,20.0,,,,,,30.7,,6.5,0.0
2017-03-13,26.5,68,,21.3,,,,,,33.6,,9.5,0.0
2017-03-14,22.5,71,,20.1,,,,,,30.2,,2.9,0.0
2017-03-15,23.5,74,,19.8,,,,,,36.3,,0.0,0.0
2017-03-16,21.3,74,,18.9,,,,,,25.6,,2.5,0.0
2017-03-17,22.6,72,,18.4,,,,,,28.3,,2.8,0.0
2017-03-18,23.4,75,,18.7,,,,,,30.0,,3.0,0.0
2017-03-19,24.1,76,,20.9,,,,,,30.4,,2.1,0.0
2017-03-20,25.6,73,,21.2,,,,,,31.0,,7.5,0.0
2017-03-21,26.1,67,,21.3,,,,,,32.3,,6.6,0.0
2017-03-22,25.5,65,,20.4,,,,,,32.0,,7.5,0.0
2017-03-23,25.5,69,,19.6,,,,,,33.2,,9.0,0.0
2017-03-24,25.5,68,,20.5,,,,,,31.4,,8.3,0.0
2017-03-25,24.2,67,,18.1,,,,,,30.2,,8.7,0.0
2017-03-26,16.9,86,,15.7,,,,,,18.3,,0.0,1.0
2017-03-27,22.4,66,,16.8,,,,,,28.8,,8.1,0.0
2017-03-28,22.4,65,,16.0,,,,,,28.7,,7.0,0.0
2017-03-29,23.1,70,,19.0,,,,,,30.4,,4.9,0.0
2017-03-30,24.3,67,,17.6,,,,,,30.0,,5.0,0.0
2017-03-31,25.6,68,,17.7,,,,,,33.0,,10.1,0.0
2017-04-01,17.6,82,,15.1,,,,,,22.3,,0.4,4.0
2017-04-02,20.2,62,,14.2,,,,,,27.2,,9.5,0.0
2017-04-03,21.6,58,,12.9,,,,,,28.2,,9.7,0.0
2017-04-04,22.3,62,,15.0,,,,,,28.8,,9.3,0.0
2017-04-05,23.7,64,,17.0,,,,,,31.3,,9.4,0.0
2017-04-06,24.9,65,,17.6,,,,,,32.0,,7.4,0.0
2017-04-07,25.2,75,,21.3,,,,,,30.9,,2.7,0.0
2017-04-08,26.4,70,,20.1,,,,,,33.4,,10.0,0.0
2017-04-09,26.1,74,,20.8,,,,,,32.6,,8.5,0.0
2017-04-10,28.1,63,,21.8,,,,,,34.2,,10.3,0.0
2017-04-11,26.8,75,,23.1,,,,,,32.7,,3.3,9.5
2017-04-12,22.6,96,,19.9,,,,,,24.6,,0.0,37.0
2017-04-13,21.1,90,,18.2,,,,,,24.8,,0.0,3.0
2017-04-14,25.3,76,,21.0,,,,,,31.0,,5.9,0.0
2017-04-15,27.1,71,,21.0,,,,,,33.3,,6.6,0.0
2017-04-16,27.3,72,,22.2,,,,,,33.2,,8.0,0.0
2017-04-17,28.0,71,,21.8,,,,,,34.1,,10.4,0.0
2017-04-18,28.4,71,,24.0,,,,,,34.0,,10.3,0.0
2017-04-19,27.8,72,,23.5,,,,,,34.6,,9.3,0.5
2017-04-20,29.3,71,,23.4,,,,,,33.5,,10.5,0.0
2017-04-21,28.0,70,,23.9,,,,,,33.5,,6.3,0.0
2017-04-22,22.6,87,,19.3,,,,,,26.8,,0.0,1.5
2017-04-23,21.4,92,,19.5,,,,,,23.4,,0.0,1.0
2017-04-24,24.0,80,,20.7,,,,,,29.6,,4.2,0.5
2017-04-25,25.8,76,,21.8,,,,,,31.2,,3.0,0.0
2017-04-26,27.6,75,,22.9,,,,,,33.3,,8.1,0.0
2017-04-27,24.4,83,,17.9,,,,,,29.4,,0.7,0.0
2017-04-28,20.8,85,,17.2,,,,,,25.5,,1.0,0.5
2017-04-29,23.8,68,,18.3,,,,,,29.7,,10.5,0.0
2017-04-30,24.5,64,,17.5,,,,,,31.8,,11.0,0.0
2017-05-01,26.1,62,,18.6,,,,,,32.7,,10.3,0.0
2017-05-02,26.8,69,,21.3,,,,,,33.1,,7.2,0.0
2017-05-03,27.8,71,,22.5,,,,,,34.2,,7.0,0.0
2017-05-04,28.8,70,,22.8,,,,,,34.8,,7.8,0.0
2017-05-05,29.0,69,,23.5,,,,,,35.2,,8.6,0.0
2017-05-06,28.6,71,,24.6,,,,,,34.3,,6.1,0.0
2017-05-07,28.7,69,,23.2,,,,,,33.8,,8.5,0.0
2017-05-08,28.6,69,,23.6,,,,,,34.8,,9.4,0.0
2017-05-09,29.7,65,,24.4,,,,,,35.5,,11.7,0.0
2017-05-10,29.7,67,,24.4,,,,,,35.4,,7.4,0.0
2017-05-11,29.7,68,,24.4,,,,,,35.2,,4.4,0.0
2017-05-12,29.7,70,,24.1,,,,,,34.9,,8.7,0.0
2017-05-13,30.2,68,,25.0,,,,,,35.4,,7.1,0.0
2017-05-14,30.7,58,,26.0,,,,,,35.9,,9.0,0.0
2017-05-15,29.8,67,,26.5,,,,,,34.4,,6.7,0.0
2017-05-16,25.1,90,,22.2,,,,,,28.2,,0.0,0.0
2017-05-17,25.3,83,,22.1,,,,,,29.0,,0.6,0.0
2017-05-18,26.8,77,,23.1,,,,,,32.7,,3.3,0.5
2017-05-19,25.6,82,,22.6,,,,,,30.4,,0.2,0.0
2017-05-20,24.8,87,,22.1,,,,,,28.6,,9.6,0.5
2017-05-21,27.9,75,,22.5,,,,,,34.5,,0.0,0.0
2017-05-22,28.5,74,,24.6,,,,,,33.3,,9.5,0.0
2017-05-23,29.0,74,,24.1,,,,,,33.7,,10.8,0.0
2017-05-24,27.1,86,,25.0,,,,,,31.7,,3.1,0.0
2017-05-25,27.1,86,,24.3,,,,,,31.0,,2.5,0.5
2017-05-26,26.8,82,,23.4,,,,,,32.6,,3.6,0.0
2017-05-27,27.8,75,,24.4,,,,,,32.3,,1.3,0.0
2017-05-28,27.4,77,,23.9,,,,,,31.1,,0.4,0.0
2017-05-29,28.3,73,,25.0,,,,,,34.2,,5.1,0.0
2017-05-30,25.3,94,,24.2,,,,,,29.0,,0.0,0.5
2017-05-31,28.9,77,,24.4,,,,,,34.6,,10.5,0.0
2017-06-01,25.8,93,,24.7,,,,,,29.5,,0.1,0.5
2017-06-02,27.7,88,,25.9,,,,,,29.8,,0.1,0.5
2017-06-03,27.6,91,,25.9,,,,,,31.4,,2.2,0.0
2017-06-04,26.4,91,,23.9,,,,,,30.8,,0.7,0.0
2017-06-05,29.1,74,,23.9,,,,,,35.3,,9.8,0.5
2017-06-06,29.8,74,,24.5,,,,,,36.0,,10.6,0.0
2017-06-07,30.4,76,,25.6,,,,,,35.5,,9.7,0.0
2017-06-08,29.9,74,,25.1,,,,,,35.5,,7.2,0.0
2017-06-09,29.6,74,,24.3,,,,,,36.3,,9.9,0.0
2017-06-10,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-11,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-12,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-13,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-14,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-15,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-16,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-17,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-18,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-19,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-20,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-21,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-22,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-23,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-24,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-25,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-26,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-27,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-28,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-29,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-06-30,29.8,73,,24.3,,,,,,35.1,,10.4,0.0
2017-07-01,29.5,73,,24.2,,,,,,34.8,,10.5,0.0
2017-07-02,29.0,76,,24.3,,,,,,35.4,,7.8,0.0
2017-07-03,29.1,78,,23.5,,,,,,34.9,,10.0,0.0
2017-07-04,27.1,85,,24.4,,,,,,35.0,,6.5,0.0
2017-07-05,29.5,70,,23.6,,,,,,35.5,,7.9,0.0
2017-07-06,29.5,76,,24.6,,,,,,35.9,,7.3,0.0
2017-07-07,27.6,81,,23.6,,,,,,33.9,,4.0,0.0
2017-07-08,28.7,76,,23.7,,,,,,35.4,,7.4,0.0
2017-07-09,29.9,72,,24.4,,,,,,35.3,,8.0,0.0
2017-07-10,29.3,75,,24.9,,,,,,34.5,,8.9,0.0
2017-07-11,30.2,69,,24.7,,,,,,37.0,,9.9,0.0
2017-07-12,29.5,74,,24.3,,,,,,36.6,,9.8,3.5
2017-07-13,29.5,72,,23.6,,,,,,36.4,,9.8,0.5
2017-07-14,29.6,74,,24.6,,,,,,35.0,,6.9,2.5
2017-07-15,29.6,75,,24.1,,,,,,35.7,,8.1,5.5
2017-07-16,28.0,83,,24.5,,,,,,35.1,,6.8,8.5
2017-07-17,27.9,79,,24.6,,,,,,33.6,,0.7,1.0
2017-07-18,29.3,75,,25.2,,,,,,36.1,,5.7,0.0
2017-07-19,30.0,69,,24.1,,,,,,35.7,,9.0,0.0
2017-07-20,30.0,69,,24.2,,,,,,36.1,,9.1,1.0
2017-07-21,29.8,74,,25.3,,,,,,35.7,,7.1,0.0
2017-07-22,28.8,81,,26.0,,,,,,32.5,,0.4,0.5
2017-07-23,29.5,77,,25.2,,,,,,34.9,,6.9,1.5
2017-07-24,29.5,78,,24.8,,,,,,35.9,,6.8,3.5
2017-07-25,28.5,76,,23.8,,,,,,36.2,,8.0,21.0
2017-07-26,28.5,78,,24.0,,,,,,34.9,,7.0,1.0
2017-07-27,29.4,76,,23.7,,,,,,35.7,,8.9,4.5
2017-07-28,29.3,80,,25.4,,,,,,33.1,,2.6,0.0
2017-07-29,27.1,89,,23.7,,,,,,29.6,,0.0,99.5
2017-07-30,27.3,84,,24.2,,,,,,34.5,,5.5,157.0
2017-07-31,25.1,97,,22.9,,,,,,27.9,,0.0,204.0
2017-08-01,25.9,94,,23.8,,,,,,27.9,,0.0,62.5
2017-08-02,25.8,95,,24.2,,,,,,30.2,,1.3,26.0
2017-08-03,28.9,79,,24.0,,,,,,35.4,,8.9,8.5
2017-08-04,29.1,81,,24.8,,,,,,34.0,,6.3,4.5
2017-08-05,29.8,76,,24.8,,,,,,35.0,,10.3,0.0
2017-08-06,30.0,77,,25.7,,,,,,34.8,,10.1,0.0
2017-08-07,30.3,75,,26.3,,,,,,35.5,,0.0,0.0
2017-08-08,30.2,77,,26.3,,,,,,34.2,,10.0,0.0
2017-08-09,30.1,75,,25.0,,,,,,35.1,,10.9,0.0
2017-08-10,29.5,78,,26.2,,,,,,33.8,,8.9,2.5
2017-08-11,30.5,75,,25.5,,,,,,34.0,,10.5,0.0
2017-08-12,30.6,74,,26.2,,,,,,33.3,,9.8,0.0
2017-08-13,30.4,75,,25.8,,,,,,34.0,,8.3,0.0
2017-08-14,31.0,71,,24.7,,,,,,34.2,,11.6,0.0
2017-08-15,29.9,71,,25.2,,,,,,34.0,,9.9,0.0
2017-08-16,30.3,73,,25.3,,,,,,33.3,,8.3,0.0
2017-08-17,30.6,68,,24.3,,,,,,34.5,,9.4,0.0
2017-08-18,31.3,72,,26.4,,,,,,34.3,,9.8,1.0
2017-08-19,30.9,70,,26.6,,,,,,35.0,,10.0,2.0
2017-08-20,30.6,73,,26.5,,,,,,35.1,,8.8,0.5
2017-08-21,29.4,78,,27.1,,,,,,33.9,,1.1,0.0
2017-08-22,29.4,78,,25.3,,,,,,34.6,,4.0,5.0
2017-08-23,27.9,82,,24.7,,,,,,33.3,,2.6,0.0
2017-08-24,27.7,85,,24.5,,,,,,33.4,,1.7,36.0
2017-08-25,29.1,76,,23.7,,,,,,35.0,,10.1,0.0
2017-08-26,28.4,84,,26.1,,,,,,32.4,,1.6,0.0
2017-08-27,28.4,83,,25.3,,,,,,34.7,,3.3,4.0
2017-08-28,28.9,75,,23.8,,,,,,35.5,,9.9,20.5
2017-08-29,29.4,77,,24.0,,,,,,35.0,,7.6,9.0
2017-08-30,29.4,77,,25.1,,,,,,34.3,,5.6,1.0
2017-08-31,27.6,85,,25.8,,,,,,30.1,,0.0,0.5
2017-09-01,25.7,92,,25.2,,,,,,28.3,,0.0,18.0
2017-09-02,27.6,86,,25.3,,,,,,31.6,,2.3,1.0
2017-09-03,29.1,76,,24.2,,,,,,33.2,,7.3,0.0
2017-09-04,29.1,78,,25.4,,,,,,35.9,,8.9,0.5
2017-09-05,29.7,73,,24.6,,,,,,35.9,,9.0,0.5
2017-09-06,29.9,76,,25.7,,,,,,34.5,,6.1,0.0
2017-09-07,28.8,78,,25.6,,,,,,32.1,,8.3,0.0
2017-09-08,29.2,78,,25.2,,,,,,34.5,,7.7,0.0
2017-09-09,29.9,76,,25.7,,,,,,34.8,,7.6,0.0
2017-09-10,29.4,77,,25.0,,,,,,34.9,,9.2,0.0
2017-09-11,29.1,77,,24.8,,,,,,34.5,,7.3,0.0
2017-09-12,30.3,72,,25.5,,,,,,36.1,,9.2,0.0
2017-09-13,30.7,71,,26.5,,,,,,36.0,,8.3,0.0
2017-09-14,30.5,69,,25.6,,,,,,35.6,,9.7,0.0
2017-09-15,30.1,71,,26.1,,,,,,35.0,,9.0,0.0
2017-09-16,29.9,70,,24.1,,,,,,36.4,,10.4,0.0
2017-09-17,29.9,68,,25.3,,,,,,36.4,,8.9,0.0
2017-09-18,29.9,68,,25.4,,,,,,35.8,,7.9,0.0
2017-09-19,28.5,70,,24.2,,,,,,34.5,,3.9,0.0
2017-09-20,29.2,69,,25.0,,,,,,36.9,,6.5,0.5
2017-09-21,29.2,69,,25.0,,,,,,36.9,,6.5,0.5
2017-09-22,29.2,69,,25.0,,,,,,36.9,,6.5,0.5
2017-09-23,29.2,69,,25.0,,,,,,36.9,,6.5,0.5
2017-09-24,29.2,69,,25.0,,,,,,36.9,,6.5,0.5
2017-09-25,29.2,69,,25.0,,,,,,36.9,,6.5,0.5
2017-09-26,29.2,69,,25.0,,,,,,36.9,,6.5,0.5
2017-09-27,29.2,69,,25.0,,,,,,36.9,,6.5,0.5
2017-09-28,29.2,69,,25.0,,,,,,36.9,,6.5,0.5
2017-09-29,29.2,69,,25.0,,,,,,36.9,,6.5,0.5
2017-09-30,29.2,69,,25.0,,,,,,36.9,,6.5,0.5
2017-10-01,29.8,75,,24.9,,,,,,36.2,,9.0,2.0
2017-10-02,29.9,74,,25.1,,,,,,36.4,,8.5,1.0
2017-10-03,29.1,80,,25.5,,,,,,33.6,,5.1,0.5
2017-10-04,29.4,80,,25.5,,,,,,35.1,,6.3,6.0
2017-10-05,29.2,78,,25.8,,,,,,34.7,,5.9,0.0
2017-10-06,28.9,80,,25.0,,,,,,34.7,,0.0,2.0
2017-10-07,28.7,79,,24.2,,,,,,35.5,,8.1,0.0
2017-10-08,28.6,82,,25.2,,,,,,33.9,,0.8,0.0
2017-10-09,29.6,75,,25.2,,,,,,35.9,,6.9,0.0
2017-10-10,29.8,73,,24.8,,,,,,36.4,,10.6,0.0
2017-10-11,29.5,75,,26.4,,,,,,36.2,,8.5,21.0
2017-10-12,29.1,76,,25.4,,,,,,34.5,,5.3,0.0
2017-10-13,25.5,93,,23.7,,,,,,27.0,,0.0,16.0
2017-10-14,24.7,96,,23.3,,,,,,26.1,,0.0,32.0
2017-10-15,24.5,98,,23.7,,,,,,25.2,,0.0,34.5
2017-10-16,28.0,80,,24.1,,,,,,34.9,,8.9,1.0
2017-10-17,28.8,77,,25.0,,,,,,34.7,,7.7,0.0
2017-10-18,28.3,78,,24.4,,,,,,33.4,,0.0,0.0
2017-10-19,27.5,80,,24.4,,,,,,32.3,,8.9,0.0
2017-10-20,26.8,77,,23.1,,,,,,32.4,,6.6,0.0
2017-10-21,23.6,75,,21.6,,,,,,26.6,,0.0,0.0
2017-10-22,23.9,67,,18.9,,,,,,29.7,,9.0,0.0
2017-10-23,24.7,72,,18.6,,,,,,30.9,,7.8,0.0
2017-10-24,25.8,71,,20.8,,,,,,31.5,,9.0,0.0
2017-10-25,25.3,70,,20.3,,,,,,31.0,,9.3,0.0
2017-10-26,25.2,72,,19.8,,,,,,30.7,,8.2,0.0
2017-10-27,24.1,72,,19.5,,,,,,30.1,,8.8,0.0
2017-10-28,24.4,73,,19.7,,,,,,29.4,,8.7,0.0
2017-10-29,24.9,68,,19.5,,,,,,31.9,,9.5,0.0
2017-10-30,23.6,69,,18.4,,,,,,30.3,,0.0,0.0
2017-10-31,23.1,70,,17.1,,,,,,30.0,,9.1,0.0
2017-11-01,23.6,68,,17.2,,,,,,30.2,,9.3,0.0
2017-11-02,24.8,74,,20.1,,,,,,31.7,,4.3,0.0
2017-11-03,25.8,80,,22.4,,,,,,32.0,,5.4,1.0
2017-11-04,25.1,74,,20.2,,,,,,31.5,,0.0,0.0
2017-11-05,24.4,72,,19.3,,,,,,29.3,,4.9,0.0
2017-11-06,24.2,86,,21.2,,,,,,28.6,,4.4,0.0
2017-11-07,26.9,76,,21.3,,,,,,33.4,,8.6,0.0
2017-11-08,26.5,75,,21.8,,,,,,32.7,,9.0,0.0
2017-11-09,26.3,78,,22.5,,,,,,31.8,,4.6,0.0
2017-11-10,25.5,84,,22.5,,,,,,30.3,,4.0,0.5
2017-11-11,24.5,91,,22.9,,,,,,26.6,,0.0,0.0
2017-11-12,23.9,91,,21.7,,,,,,27.4,,0.0,0.0
2017-11-13,24.2,89,,22.2,,,,,,28.5,,0.8,0.0
2017-11-14,25.5,82,,22.3,,,,,,30.5,,3.3,0.0
2017-11-15,25.9,79,,22.5,,,,,,30.2,,4.5,0.0
2017-11-16,26.0,76,,21.1,,,,,,32.4,,6.7,0.0
2017-11-17,26.4,76,,21.1,,,,,,33.5,,7.9,0.0
2017-11-18,26.9,70,,21.1,,,,,,32.5,,9.6,0.0
2017-11-19,23.7,72,,19.6,,,,,,28.1,,4.4,0.0
2017-11-20,23.9,74,,19.8,,,,,,29.7,,7.6,0.0
2017-11-21,24.7,75,,19.2,,,,,,31.1,,8.3,0.0
2017-11-22,23.9,78,,19.8,,,,,,29.0,,3.5,0.0
2017-11-23,21.1,74,,18.1,,,,,,26.6,,0.0,0.0
2017-11-24,20.0,75,,17.2,,,,,,24.0,,1.5,0.0
2017-11-25,22.3,73,,17.1,,,,,,28.8,,8.7,0.0
2017-11-26,24.0,73,,19.4,,,,,,30.6,,3.8,0.0
2017-11-27,24.1,80,,19.6,,,,,,31.2,,6.8,1.0
2017-11-28,26.2,76,,19.9,,,,,,34.2,,8.2,0.0
2017-11-29,24.8,79,,20.6,,,,,,31.7,,7.3,0.0
2017-11-30,24.2,80,,20.5,,,,,,30.3,,7.2,0.0
2017-12-01,23.1,79,,20.0,,,,,,28.5,,2.8,0.0
2017-12-02,23.7,76,,20.0,,,,,,29.3,,4.2,0.0
2017-12-03,23.7,78,,20.1,,,,,,29.5,,2.9,0.0
2017-12-04,21.9,78,,17.2,,,,,,29.0,,6.2,0.5
2017-12-05,20.1,72,,15.3,,,,,,26.5,,6.5,0.0
2017-12-06,19.3,71,,14.8,,,,,,25.2,,3.7,0.0
2017-12-07,21.1,69,,16.2,,,,,,27.2,,7.6,0.0
2017-12-08,17.3,76,,14.2,,,,,,20.3,,0.0,0.0
2017-12-09,16.3,82,,13.8,,,,,,21.1,,0.0,0.0
2017-12-10,18.3,77,,12.9,,,,,,25.4,,2.0,0.0
2017-12-11,19.6,72,,14.5,,,,,,28.2,,9.2,0.0
2017-12-12,19.2,74,,17.4,,,,,,22.4,,5.1,0.0
2017-12-13,21.2,76,,16.3,,,,,,28.1,,6.7,1.0
2017-12-14,21.3,75,,17.3,,,,,,27.6,,5.2,0.0
2017-12-15,20.5,79,,15.7,,,,,,27.4,,5.2,0.0
2017-12-16,19.8,79,,15.5,,,,,,23.5,,6.7,0.0
2017-12-17,17.1,70,,13.8,,,,,,21.4,,3.5,0.0
2017-12-18,18.2,69,,14.4,,,,,,23.7,,4.8,0.0
2017-12-19,18.9,68,,15.6,,,,,,25.5,,5.9,0.0
2017-12-20,17.4,79,,14.4,,,,,,23.9,,2.1,0.0
2017-12-21,18.4,68,,12.2,,,,,,24.9,,8.0,0.0
2017-12-22,18.8,70,,13.1,,,,,,25.7,,8.4,0.0
2017-12-23,19.1,72,,13.4,,,,,,26.4,,8.7,0.0
2017-12-24,20.8,64,,13.4,,,,,,27.2,,6.7,0.0
2017-12-25,19.6,80,,17.3,,,,,,22.4,,0.0,0.0
2017-12-26,21.6,73,,17.5,,,,,,26.4,,6.0,0.0
2017-12-27,19.9,75,,15.2,,,,,,26.0,,5.2,0.0
2017-12-28,21.6,70,,17.2,,,,,,27.2,,5.4,0.0
2017-12-29,21.0,75,,17.4,,,,,,27.7,,6.7,0.0
2017-12-30,20.5,77,,17.1,,,,,,27.1,,4.8,0.0
2017-12-31,18.6,78,,15.0,,,,,,24.4,,3.9,0.0
