日期,平均氣溫(℃),平均相對溼度( %),最低氣壓時間,最低氣溫(℃),最低氣溫時間,最低相對溼度時間,最大六十分鐘降水量起始時間,最大十分鐘降水量起始時間,最高氣壓時間,最高氣溫(℃),最高氣溫時間,累積日照時數(hr),累計雨量(mm)
2011-01-26,14.8,82,,11.0,2011-01-26 00:00:00,,,,,20.5,2011-01-26 00:00:00,9.4,0.0
2011-01-27,15.6,78,,11.3,2011-01-27 00:00:00,,,,,21.6,2011-01-27 00:00:00,8.5,0.0
2011-01-28,14.4,87,,11.7,2011-01-28 00:00:00,,,,,16.7,2011-01-28 00:00:00,0.3,0.0
2011-01-29,10.2,83,,8.8,2011-01-29 00:00:00,,,,,11.5,2011-01-29 00:00:00,0.1,0.0
2011-01-30,10.0,85,,8.0,2011-01-30 00:00:00,,,,,16.5,2011-01-30 00:00:00,6.4,0.0
2011-01-31,9.5,79,,7.0,2011-01-31 00:00:00,,,,,13.5,2011-01-31 00:00:00,2.4,0.0
2011-02-01,13.7,75,,7.9,2011-02-01 00:00:00,,,,,19.1,2011-02-01 00:00:00,5.7,0.0
2011-02-02,13.1,86,,10.0,2011-02-02 00:00:00,,,,,16.4,2011-02-02 00:00:00,8.3,0.0
2011-02-03,13.6,77,,8.0,2011-02-03 00:00:00,,,,,21.1,2011-02-03 00:00:00,9.6,0.0
2011-02-04,15.0,74,,9.0,2011-02-04 00:00:00,,,,,22.2,2011-02-04 00:00:00,9.6,0.0
2011-02-05,15.9,59,,9.6,2011-02-05 00:00:00,,,,,23.2,2011-02-05 00:00:00,9.6,0.0
2011-02-06,16.2,59,,11.0,2011-02-06 00:00:00,,,,,22.2,2011-02-06 00:00:00,9.6,0.0
2011-02-07,17.8,54,,11.1,2011-02-07 00:00:00,,,,,23.3,2011-02-07 00:00:00,9.2,0.0
2011-02-08,17.4,68,,12.8,2011-02-08 00:00:00,,,,,24.3,2011-02-08 00:00:00,7.4,0.0
2011-02-09,17.4,68,,10.0,2011-02-09 00:00:00,,,,,24.5,2011-02-09 00:00:00,8.9,0.0
2011-02-10,18.1,77,,14.3,2011-02-10 00:00:00,,,,,24.3,2011-02-10 00:00:00,7.4,0.0
2011-02-11,12.0,85,,9.2,2011-02-11 00:00:00,,,,,16.6,2011-02-11 00:00:00,5.1,0.0
2011-02-12,10.5,82,,8.7,2011-02-12 00:00:00,,,,,13.4,2011-02-12 00:00:00,0.0,0.0
2011-02-13,13.0,84,,10.6,2011-02-13 00:00:00,,,,,17.0,2011-02-13 00:00:00,0.7,11.0
2011-02-14,8.2,94,,7.0,2011-02-14 00:00:00,,,,,10.5,2011-02-14 00:00:00,0.0,3.5
2011-02-15,11.4,85,,7.4,2011-02-15 00:00:00,,,,,16.5,2011-02-15 00:00:00,1.7,5.0
2011-02-16,14.6,91,,11.9,2011-02-16 00:00:00,,,,,18.1,2011-02-16 00:00:00,2.7,0.0
2011-02-17,19.0,75,,14.4,2011-02-17 00:00:00,,,,,24.3,2011-02-17 00:00:00,7.7,0.0
2011-02-18,14.6,89,,12.9,2011-02-18 00:00:00,,,,,18.3,2011-02-18 00:00:00,3.3,0.0
2011-02-19,13.4,94,,12.0,2011-02-19 00:00:00,,,,,14.7,2011-02-19 00:00:00,0.0,14.0
2011-02-20,12.6,91,,11.3,2011-02-20 00:00:00,,,,,16.0,2011-02-20 00:00:00,2.3,0.0
2011-02-21,12.1,91,,10.5,2011-02-21 00:00:00,,,,,15.1,2011-02-21 00:00:00,1.9,0.0
2011-02-22,14.8,81,,9.7,2011-02-22 00:00:00,,,,,20.5,2011-02-22 00:00:00,8.3,0.0
2011-02-23,17.8,77,,12.6,2011-02-23 00:00:00,,,,,22.4,2011-02-23 00:00:00,5.1,0.0
2011-02-24,18.5,82,,14.8,2011-02-24 00:00:00,,,,,21.2,2011-02-24 00:00:00,2.4,0.0
2011-02-25,18.7,77,,14.2,2011-02-25 00:00:00,,,,,24.5,2011-02-25 00:00:00,9.4,0.0
2011-02-26,18.3,77,,14.1,2011-02-26 00:00:00,,,,,24.6,2011-02-26 00:00:00,9.6,0.0
2011-02-27,18.7,73,,13.1,2011-02-27 00:00:00,,,,,25.5,2011-02-27 00:00:00,9.7,0.0
2011-02-28,18.7,69,,12.9,2011-02-28 00:00:00,,,,,24.6,2011-02-28 00:00:00,8.3,0.0
2011-03-01,18.0,77,,13.2,2011-03-01 00:00:00,,,,,24.0,2011-03-01 00:00:00,6.8,0.0
2011-03-02,14.5,79,,12.4,2011-03-02 00:00:00,,,,,21.4,2011-03-02 00:00:00,5.4,0.0
2011-03-03,14.6,84,,11.8,2011-03-03 00:00:00,,,,,19.7,2011-03-03 00:00:00,6.7,0.0
2011-03-04,12.3,82,,9.7,2011-03-04 00:00:00,,,,,17.1,2011-03-04 00:00:00,5.7,0.0
2011-03-05,15.6,78,,13.0,2011-03-05 00:00:00,,,,,20.7,2011-03-05 00:00:00,5.7,0.0
2011-03-06,19.5,72,,14.1,2011-03-06 00:00:00,,,,,24.1,2011-03-06 00:00:00,1.7,2.5
2011-03-07,12.9,81,,10.0,2011-03-07 00:00:00,,,,,17.2,2011-03-07 00:00:00,5.0,0.0
2011-03-08,12.7,77,,10.0,2011-03-08 00:00:00,,,,,16.1,2011-03-08 00:00:00,0.9,0.0
2011-03-09,16.3,79,,11.8,2011-03-09 00:00:00,,,,,19.9,2011-03-09 00:00:00,0.7,1.0
2011-03-10,16.2,91,,14.4,2011-03-10 00:00:00,,,,,18.9,2011-03-10 00:00:00,0.1,1.5
2011-03-11,16.1,91,,14.0,2011-03-11 00:00:00,,,,,19.2,2011-03-11 00:00:00,1.4,0.0
2011-03-12,18.0,85,,15.0,2011-03-12 00:00:00,,,,,23.0,2011-03-12 00:00:00,7.5,0.0
2011-03-13,19.4,75,,14.0,2011-03-13 00:00:00,,,,,25.3,2011-03-13 00:00:00,8.3,0.0
2011-03-14,20.0,80,,15.7,2011-03-14 00:00:00,,,,,24.8,2011-03-14 00:00:00,5.6,0.0
2011-03-15,18.3,82,,15.2,2011-03-15 00:00:00,,,,,24.0,2011-03-15 00:00:00,6.7,0.0
2011-03-16,11.6,68,,9.5,2011-03-16 00:00:00,,,,,15.1,2011-03-16 00:00:00,0.1,0.0
2011-03-17,15.1,75,,10.4,2011-03-17 00:00:00,,,,,19.6,2011-03-17 00:00:00,0.6,1.0
2011-03-18,16.6,89,,15.3,2011-03-18 00:00:00,,,,,17.7,2011-03-18 00:00:00,0.2,6.5
2011-03-19,17.6,90,,15.8,2011-03-19 00:00:00,,,,,21.6,2011-03-19 00:00:00,0.0,0.0
2011-03-20,22.9,76,,18.3,2011-03-20 00:00:00,,,,,28.1,2011-03-20 00:00:00,7.9,0.0
2011-03-21,23.1,82,,20.4,2011-03-21 00:00:00,,,,,27.5,2011-03-21 00:00:00,2.1,0.0
2011-03-22,14.5,86,,11.3,2011-03-22 00:00:00,,,,,21.3,2011-03-22 00:00:00,1.7,0.0
2011-03-23,12.0,87,,10.6,2011-03-23 00:00:00,,,,,17.0,2011-03-23 00:00:00,1.5,0.0
2011-03-24,14.3,83,,11.9,2011-03-24 00:00:00,,,,,17.2,2011-03-24 00:00:00,1.1,0.0
2011-03-25,12.6,83,,11.4,2011-03-25 00:00:00,,,,,15.6,2011-03-25 00:00:00,0.4,0.0
2011-03-26,11.8,90,,11.0,2011-03-26 00:00:00,,,,,14.0,2011-03-26 00:00:00,0.0,12.0
2011-03-27,10.2,97,,9.4,2011-03-27 00:00:00,,,,,11.8,2011-03-27 00:00:00,0.0,28.0
2011-03-28,12.5,88,,9.5,2011-03-28 00:00:00,,,,,16.5,2011-03-28 00:00:00,3.9,0.0
2011-03-29,15.9,61,,11.3,2011-03-29 00:00:00,,,,,21.8,2011-03-29 00:00:00,7.0,0.0
2011-03-30,16.6,65,,11.5,2011-03-30 00:00:00,,,,,21.8,2011-03-30 00:00:00,3.2,0.0
2011-03-31,16.9,65,,14.4,2011-03-31 00:00:00,,,,,20.4,2011-03-31 00:00:00,2.1,40.0
2011-04-01,19.0,73,,15.0,2011-04-01 00:00:00,,,,,23.4,2011-04-01 00:00:00,8.5,0.0
2011-04-02,19.1,76,,14.7,2011-04-02 00:00:00,,,,,25.1,2011-04-02 00:00:00,10.0,0.0
2011-04-03,20.1,78,,15.3,2011-04-03 00:00:00,,,,,24.9,2011-04-03 00:00:00,6.5,0.0
2011-04-04,13.9,93,,12.0,2011-04-04 00:00:00,,,,,17.3,2011-04-04 00:00:00,0.0,0.0
2011-04-05,13.7,82,,12.0,2011-04-05 00:00:00,,,,,16.1,2011-04-05 00:00:00,0.0,0.0
2011-04-06,18.3,78,,13.9,2011-04-06 00:00:00,,,,,23.4,2011-04-06 00:00:00,3.7,0.0
2011-04-07,19.5,73,,16.8,2011-04-07 00:00:00,,,,,25.1,2011-04-07 00:00:00,10.0,0.0
2011-04-08,20.2,73,,13.6,2011-04-08 00:00:00,,,,,25.1,2011-04-08 00:00:00,10.0,0.0
2011-04-09,21.2,77,,16.0,2011-04-09 00:00:00,,,,,26.6,2011-04-09 00:00:00,9.5,0.0
2011-04-10,22.3,76,,18.4,2011-04-10 00:00:00,,,,,27.3,2011-04-10 00:00:00,8.4,0.0
2011-04-11,20.2,84,,17.9,2011-04-11 00:00:00,,,,,24.3,2011-04-11 00:00:00,2.0,0.0
2011-04-12,20.3,78,,16.5,2011-04-12 00:00:00,,,,,25.7,2011-04-12 00:00:00,6.5,0.0
2011-04-13,21.5,75,,18.1,2011-04-13 00:00:00,,,,,25.9,2011-04-13 00:00:00,6.5,0.0
2011-04-14,21.7,72,,18.6,2011-04-14 00:00:00,,,,,26.7,2011-04-14 00:00:00,4.8,0.0
2011-04-15,23.5,70,,17.5,2011-04-15 00:00:00,,,,,29.3,2011-04-15 00:00:00,9.2,0.0
2011-04-16,23.3,80,,20.7,2011-04-16 00:00:00,,,,,27.2,2011-04-16 00:00:00,7.2,0.0
2011-04-17,22.5,88,,19.6,2011-04-17 00:00:00,,,,,24.9,2011-04-17 00:00:00,1.4,1.0
2011-04-18,21.2,69,,15.8,2011-04-18 00:00:00,,,,,24.4,2011-04-18 00:00:00,1.8,0.0
2011-04-19,19.7,58,,13.3,2011-04-19 00:00:00,,,,,26.6,2011-04-19 00:00:00,11.7,0.0
2011-04-20,19.3,60,,11.8,2011-04-20 00:00:00,,,,,25.9,2011-04-20 00:00:00,8.4,0.0
2011-04-21,19.6,68,,14.2,2011-04-21 00:00:00,,,,,25.5,2011-04-21 00:00:00,8.1,0.0
2011-04-22,21.3,73,,18.0,2011-04-22 00:00:00,,,,,26.5,2011-04-22 00:00:00,1.8,0.0
2011-04-23,19.7,63,,16.4,2011-04-23 00:00:00,,,,,24.4,2011-04-23 00:00:00,3.6,0.0
2011-04-24,21.7,69,,17.0,2011-04-24 00:00:00,,,,,27.6,2011-04-24 00:00:00,7.8,0.0
2011-04-25,21.4,61,,16.8,2011-04-25 00:00:00,,,,,25.5,2011-04-25 00:00:00,2.7,0.0
2011-04-26,23.0,69,,19.6,2011-04-26 00:00:00,,,,,26.0,2011-04-26 00:00:00,1.5,0.0
2011-04-27,25.1,67,,21.4,2011-04-27 00:00:00,,,,,31.4,2011-04-27 00:00:00,7.9,0.0
2011-04-28,23.0,79,,20.0,2011-04-28 00:00:00,,,,,27.5,2011-04-28 00:00:00,0.2,0.0
2011-04-29,22.5,78,,19.2,2011-04-29 00:00:00,,,,,25.5,2011-04-29 00:00:00,0.0,1.5
2011-04-30,23.5,80,,20.0,2011-04-30 00:00:00,,,,,25.7,2011-04-30 00:00:00,0.0,0.0
2011-05-01,25.1,69,,22.7,2011-05-01 00:00:00,,,,,28.9,2011-05-01 00:00:00,0.1,1.0
2011-05-02,24.0,86,,21.9,2011-05-02 00:00:00,,,,,26.7,2011-05-02 00:00:00,0.2,0.0
2011-05-03,23.9,83,,20.8,2011-05-03 00:00:00,,,,,28.7,2011-05-03 00:00:00,0.2,0.0
2011-05-04,23.2,82,,20.4,2011-05-04 00:00:00,,,,,27.7,2011-05-04 00:00:00,2.9,3.0
2011-05-05,23.2,87,,21.0,2011-05-05 00:00:00,,,,,27.0,2011-05-05 00:00:00,1.5,1.0
2011-05-06,23.9,84,,20.3,2011-05-06 00:00:00,,,,,28.4,2011-05-06 00:00:00,4.4,0.0
2011-05-07,24.0,84,,21.9,2011-05-07 00:00:00,,,,,30.9,2011-05-07 00:00:00,4.8,0.0
2011-05-08,25.6,74,,22.1,2011-05-08 00:00:00,,,,,30.0,2011-05-08 00:00:00,11.3,0.0
2011-05-09,26.2,70,,20.8,2011-05-09 00:00:00,,,,,31.3,2011-05-09 00:00:00,9.7,0.0
2011-05-10,26.1,68,,21.9,2011-05-10 00:00:00,,,,,30.2,2011-05-10 00:00:00,3.6,0.0
2011-05-11,26.3,78,,22.9,2011-05-11 00:00:00,,,,,30.6,2011-05-11 00:00:00,4.5,0.0
2011-05-12,26.7,84,,23.3,2011-05-12 00:00:00,,,,,32.9,2011-05-12 00:00:00,6.4,24.0
2011-05-13,25.8,83,,23.4,2011-05-13 00:00:00,,,,,30.3,2011-05-13 00:00:00,5.5,1.0
2011-05-14,23.1,94,,21.9,2011-05-14 00:00:00,,,,,24.0,2011-05-14 00:00:00,0.0,22.0
2011-05-15,23.7,90,,22.0,2011-05-15 00:00:00,,,,,25.5,2011-05-15 00:00:00,0.2,0.0
2011-05-16,22.7,89,,19.0,2011-05-16 00:00:00,,,,,27.0,2011-05-16 00:00:00,0.4,52.5
2011-05-17,18.9,93,,17.8,2011-05-17 00:00:00,,,,,19.8,2011-05-17 00:00:00,1.0,0.5
2011-05-18,22.5,84,,19.0,2011-05-18 00:00:00,,,,,27.0,2011-05-18 00:00:00,2.2,0.0
2011-05-19,23.1,84,,20.2,2011-05-19 00:00:00,,,,,27.0,2011-05-19 00:00:00,0.7,0.0
2011-05-20,23.7,83,,20.6,2011-05-20 00:00:00,,,,,28.0,2011-05-20 00:00:00,6.7,0.0
2011-05-21,24.6,79,,20.1,2011-05-21 00:00:00,,,,,29.3,2011-05-21 00:00:00,7.6,0.5
2011-05-22,24.9,83,,22.7,2011-05-22 00:00:00,,,,,29.1,2011-05-22 00:00:00,2.9,30.0
2011-05-23,23.6,89,,22.3,2011-05-23 00:00:00,,,,,26.7,2011-05-23 00:00:00,0.0,20.0
2011-05-24,23.4,89,,22.0,2011-05-24 00:00:00,,,,,27.3,2011-05-24 00:00:00,2.9,2.0
2011-05-25,24.7,85,,21.9,2011-05-25 00:00:00,,,,,27.0,2011-05-25 00:00:00,2.7,0.0
2011-05-26,25.3,82,,23.1,2011-05-26 00:00:00,,,,,28.6,2011-05-26 00:00:00,6.9,0.0
2011-05-27,24.9,86,,21.6,2011-05-27 00:00:00,,,,,28.7,2011-05-27 00:00:00,1.2,0.0
2011-05-28,21.9,84,,21.0,2011-05-28 00:00:00,,,,,25.0,2011-05-28 00:00:00,6.7,0.0
2011-05-29,23.5,56,,18.0,2011-05-29 00:00:00,,,,,29.5,2011-05-29 00:00:00,11.0,0.0
2011-05-30,23.6,78,,19.0,2011-05-30 00:00:00,,,,,28.5,2011-05-30 00:00:00,9.4,0.0
2011-05-31,25.2,78,,20.4,2011-05-31 00:00:00,,,,,29.2,2011-05-31 00:00:00,5.1,0.0
2011-06-01,25.3,76,,23.6,2011-06-01 00:00:00,,,,,27.4,2011-06-01 00:00:00,0.6,4.5
2011-06-02,25.0,77,,21.9,2011-06-02 00:00:00,,,,,29.4,2011-06-02 00:00:00,1.7,0.0
2011-06-03,25.6,84,,22.9,2011-06-03 00:00:00,,,,,29.7,2011-06-03 00:00:00,4.5,0.0
2011-06-04,26.7,78,,23.2,2011-06-04 00:00:00,,,,,31.5,2011-06-04 00:00:00,10.3,0.0
2011-06-05,27.6,69,,23.8,2011-06-05 00:00:00,,,,,32.6,2011-06-05 00:00:00,11.5,0.0
2011-06-06,27.8,71,,24.3,2011-06-06 00:00:00,,,,,31.8,2011-06-06 00:00:00,10.9,0.0
2011-06-07,27.7,73,,25.0,2011-06-07 00:00:00,,,,,32.1,2011-06-07 00:00:00,9.2,0.0
2011-06-08,28.5,67,,24.9,2011-06-08 00:00:00,,,,,33.1,2011-06-08 00:00:00,9.9,0.0
2011-06-09,28.4,76,,24.9,2011-06-09 00:00:00,,,,,32.4,2011-06-09 00:00:00,9.9,0.0
2011-06-10,27.6,75,,22.5,2011-06-10 00:00:00,,,,,32.3,2011-06-10 00:00:00,8.6,7.5
2011-06-11,27.0,75,,23.5,2011-06-11 00:00:00,,,,,31.5,2011-06-11 00:00:00,7.3,0.0
2011-06-12,28.0,69,,24.0,2011-06-12 00:00:00,,,,,32.1,2011-06-12 00:00:00,9.4,0.0
2011-06-13,27.9,79,,24.4,2011-06-13 00:00:00,,,,,32.1,2011-06-13 00:00:00,10.3,0.0
2011-06-14,28.0,69,,24.3,2011-06-14 00:00:00,,,,,32.1,2011-06-14 00:00:00,9.2,0.0
2011-06-15,28.2,70,,24.5,2011-06-15 00:00:00,,,,,33.1,2011-06-15 00:00:00,10.2,0.0
2011-06-16,28.1,71,,24.9,2011-06-16 00:00:00,,,,,31.9,2011-06-16 00:00:00,7.3,0.0
2011-06-17,27.9,77,,24.5,2011-06-17 00:00:00,,,,,31.1,2011-06-17 00:00:00,7.1,0.0
2011-06-18,27.8,75,,24.7,2011-06-18 00:00:00,,,,,32.4,2011-06-18 00:00:00,9.0,0.5
2011-06-19,27.6,77,,24.1,2011-06-19 00:00:00,,,,,31.5,2011-06-19 00:00:00,9.7,0.0
2011-06-20,28.0,76,,22.7,2011-06-20 00:00:00,,,,,32.9,2011-06-20 00:00:00,8.6,0.0
2011-06-21,26.6,85,,25.1,2011-06-21 00:00:00,,,,,28.1,2011-06-21 00:00:00,0.3,1.5
2011-06-22,26.2,82,,23.5,2011-06-22 00:00:00,,,,,28.2,2011-06-22 00:00:00,2.6,0.0
2011-06-23,26.9,79,,22.8,2011-06-23 00:00:00,,,,,31.8,2011-06-23 00:00:00,6.1,9.0
2011-06-24,26.9,77,,21.6,2011-06-24 00:00:00,,,,,31.6,2011-06-24 00:00:00,4.2,54.0
2011-06-25,25.3,87,,23.2,2011-06-25 00:00:00,,,,,27.7,2011-06-25 00:00:00,0.0,10.0
2011-06-26,26.8,80,,24.2,2011-06-26 00:00:00,,,,,30.5,2011-06-26 00:00:00,4.7,32.0
2011-06-27,26.3,84,,23.9,2011-06-27 00:00:00,,,,,29.7,2011-06-27 00:00:00,1.2,54.5
2011-06-28,24.3,89,,22.4,2011-06-28 00:00:00,,,,,26.8,2011-06-28 00:00:00,0.2,5.0
2011-06-29,25.6,79,,22.6,2011-06-29 00:00:00,,,,,28.4,2011-06-29 00:00:00,2.2,6.5
2011-06-30,26.4,78,,22.5,2011-06-30 00:00:00,,,,,29.6,2011-06-30 00:00:00,6.0,0.0
2011-07-01,26.8,75,,23.9,2011-07-01 00:00:00,,,,,30.1,2011-07-01 00:00:00,7.4,0.0
2011-07-02,26.6,81,,23.9,2011-07-02 00:00:00,,,,,30.2,2011-07-02 00:00:00,6.0,5.0
2011-07-03,27.6,78,,24.3,2011-07-03 00:00:00,,,,,32.0,2011-07-03 00:00:00,9.5,0.0
2011-07-04,28.1,80,,25.5,2011-07-04 00:00:00,,,,,32.1,2011-07-04 00:00:00,11.0,0.0
2011-07-05,27.3,77,,24.8,2011-07-05 00:00:00,,,,,32.1,2011-07-05 00:00:00,9.5,0.0
2011-07-06,27.4,79,,24.0,2011-07-06 00:00:00,,,,,31.6,2011-07-06 00:00:00,9.1,0.0
2011-07-07,26.9,78,,23.7,2011-07-07 00:00:00,,,,,30.5,2011-07-07 00:00:00,8.4,0.0
2011-07-08,28.2,68,,23.4,2011-07-08 00:00:00,,,,,33.0,2011-07-08 00:00:00,10.7,0.0
2011-07-09,27.5,73,,23.0,2011-07-09 00:00:00,,,,,32.5,2011-07-09 00:00:00,5.7,0.0
2011-07-10,26.2,83,,24.1,2011-07-10 00:00:00,,,,,31.6,2011-07-10 00:00:00,4.1,0.0
2011-07-11,26.0,86,,24.4,2011-07-11 00:00:00,,,,,29.1,2011-07-11 00:00:00,1.7,7.5
2011-07-12,25.5,86,,23.7,2011-07-12 00:00:00,,,,,28.4,2011-07-12 00:00:00,0.9,18.5
2011-07-13,25.9,84,,23.0,2011-07-13 00:00:00,,,,,29.4,2011-07-13 00:00:00,3.1,48.0
2011-07-14,25.1,85,,21.7,2011-07-14 00:00:00,,,,,29.3,2011-07-14 00:00:00,4.5,49.0
2011-07-15,25.9,79,,23.0,2011-07-15 00:00:00,,,,,29.9,2011-07-15 00:00:00,4.6,2.5
2011-07-16,26.3,80,,23.5,2011-07-16 00:00:00,,,,,31.3,2011-07-16 00:00:00,6.6,6.7
2011-07-17,25.8,86,,23.2,2011-07-17 00:00:00,,,,,31.1,2011-07-17 00:00:00,3.3,14.0
2011-07-18,27.0,80,,23.9,2011-07-18 00:00:00,,,,,30.8,2011-07-18 00:00:00,6.0,96.0
2011-07-19,25.3,92,,24.4,2011-07-19 00:00:00,,,,,28.0,2011-07-19 00:00:00,0.8,59.5
2011-07-20,25.4,86,,23.8,2011-07-20 00:00:00,,,,,29.3,2011-07-20 00:00:00,2.9,16.5
2011-07-21,25.4,86,,23.8,2011-07-20 00:00:00,,,,,29.3,2011-07-20 00:00:00,2.9,16.5
2011-07-22,25.4,86,,23.8,2011-07-20 00:00:00,,,,,29.3,2011-07-20 00:00:00,2.9,16.5
2011-07-23,25.4,86,,23.8,2011-07-20 00:00:00,,,,,29.3,2011-07-20 00:00:00,2.9,16.5
2011-07-24,25.4,86,,23.8,2011-07-20 00:00:00,,,,,29.3,2011-07-20 00:00:00,2.9,16.5
2011-07-25,25.4,86,,23.8,2011-07-20 00:00:00,,,,,29.3,2011-07-20 00:00:00,2.9,16.5
2011-07-26,25.4,86,,23.8,2011-07-20 00:00:00,,,,,29.3,2011-07-20 00:00:00,2.9,16.5
2011-07-27,25.4,86,,23.8,2011-07-20 00:00:00,,,,,29.3,2011-07-20 00:00:00,2.9,16.5
2011-07-28,25.4,86,,23.8,2011-07-20 00:00:00,,,,,29.3,2011-07-20 00:00:00,2.9,16.5
2011-07-29,25.4,86,,23.8,2011-07-20 00:00:00,,,,,29.3,2011-07-20 00:00:00,2.9,16.5
2011-07-30,25.4,86,,23.8,2011-07-20 00:00:00,,,,,29.3,2011-07-20 00:00:00,2.9,16.5
2011-07-31,25.4,86,,23.8,2011-07-20 00:00:00,,,,,29.3,2011-07-20 00:00:00,2.9,16.5
2011-08-01,27.0,83,,24.5,2011-08-01 00:00:00,,,,,29.9,2011-08-01 00:00:00,4.5,0.0
2011-08-02,27.3,83,,24.9,2011-08-02 00:00:00,,,,,30.9,2011-08-02 00:00:00,7.7,0.0
2011-08-03,27.4,78,,24.3,2011-08-03 00:00:00,,,,,31.3,2011-08-03 00:00:00,10.3,0.0
2011-08-04,27.6,73,,24.3,2011-08-04 00:00:00,,,,,32.0,2011-08-04 00:00:00,10.7,0.0
2011-08-05,26.7,77,,23.4,2011-08-05 00:00:00,,,,,30.7,2011-08-05 00:00:00,9.0,0.0
2011-08-06,25.9,85,,23.5,2011-08-06 00:00:00,,,,,30.5,2011-08-06 00:00:00,4.5,7.2
2011-08-07,27.2,78,,25.0,2011-08-07 00:00:00,,,,,32.3,2011-08-07 00:00:00,10.4,17.5
2011-08-08,27.0,84,,23.6,2011-08-08 00:00:00,,,,,32.0,2011-08-08 00:00:00,7.1,47.2
2011-08-09,26.8,80,,23.5,2011-08-09 00:00:00,,,,,31.4,2011-08-09 00:00:00,6.8,44.0
2011-08-10,26.4,86,,24.0,2011-08-10 00:00:00,,,,,29.9,2011-08-10 00:00:00,3.5,11.5
2011-08-11,26.5,81,,23.3,2011-08-11 00:00:00,,,,,30.6,2011-08-11 00:00:00,5.2,7.7
2011-08-12,26.5,82,,23.6,2011-08-12 00:00:00,,,,,30.6,2011-08-12 00:00:00,5.1,54.4
2011-08-13,26.9,76,,23.7,2011-08-13 00:00:00,,,,,30.8,2011-08-13 00:00:00,8.9,0.0
2011-08-14,27.5,74,,23.4,2011-08-14 00:00:00,,,,,32.3,2011-08-14 00:00:00,8.3,1.5
2011-08-15,27.2,83,,23.5,2011-08-15 00:00:00,,,,,30.9,2011-08-15 00:00:00,8.5,0.0
2011-08-16,27.9,74,,24.0,2011-08-16 00:00:00,,,,,32.5,2011-08-16 00:00:00,10.3,0.0
