日期,平均氣溫(℃),平均相對溼度( %),平均露點溫度(℃),平均風向(°),平均風速(ms),日最低氣壓(hPa),最低氣壓時間,最低氣溫(℃),最低氣溫時間,最低相對溼度( %),最低相對溼度時間,最大六十分鐘降水量起始時間,最大十分鐘降水量起始時間,最大陣風風向(°),最大陣風風速(ms),最高氣壓時間,最高氣溫(℃),最高氣溫時間,累積日射量(MJm2),累計雨量(mm)
2016-01-23,9.4,99,9.3,315.0,0.9,9999.0,1900-01-01 00:00:00,4.2,2016-01-23 11:00:00,99,2016-01-23 11:00:00,,,337.5,3.3,,15.5,2016-01-23 02:00:00,0.18,20.0
2016-01-24,3.6,98,3.3,247.5,0.8,9999.0,1900-01-01 00:00:00,0.0,2016-01-24 07:00:00,88,2016-01-24 23:59:59,,,360.0,2.4,,9.3,2016-01-24 01:00:00,0.76,11.0
2016-01-25,7.4,79,3.8,292.5,0.7,9999.0,1900-01-01 00:00:00,0.0,2016-01-25 03:00:00,56,2016-01-25 15:00:00,,,270.0,2.4,,14.2,2016-01-25 14:00:00,14.61,0.0
2016-01-26,12.1,76,7.2,112.5,0.9,9999.0,1900-01-01 00:00:00,3.2,2016-01-26 05:00:00,35,2016-01-26 15:00:00,,,22.5,3.4,,21.4,2016-01-26 16:00:00,15.53,0.0
2016-01-27,14.9,84,12.1,90.0,0.7,9999.0,1900-01-01 00:00:00,7.9,2016-01-27 07:00:00,68,2016-01-27 16:00:00,,,292.5,2.7,,21.3,2016-01-27 02:00:00,5.47,0.0
2016-01-28,15.8,99,15.7,67.5,0.9,9999.0,1900-01-01 00:00:00,9.8,2016-01-28 01:00:00,98,2016-01-28 09:00:00,,,67.5,3.4,,22.7,2016-01-28 10:00:00,2.45,5.0
2016-01-29,16.3,98,16.0,67.5,1.0,9999.0,1900-01-01 00:00:00,9.4,2016-01-29 09:00:00,92,2016-01-29 22:00:00,,,90.0,3.7,,25.3,2016-01-29 15:00:00,0.64,31.5
2016-01-30,16.0,99,15.9,315.0,0.6,9999.0,1900-01-01 00:00:00,10.5,2016-01-30 04:00:00,99,2016-01-30 11:00:00,,,45.0,2.5,,24.2,2016-01-30 19:00:00,2.18,13.0
2016-01-31,15.9,96,15.1,270.0,0.7,9999.0,1900-01-01 00:00:00,8.5,2016-01-31 01:00:00,78,2016-01-31 14:00:00,,,315.0,2.9,,24.9,2016-01-31 17:00:00,11.96,0.0
2016-02-01,14.5,95,13.7,315.0,0.8,9999.0,1900-01-01 00:00:00,9.2,2016-02-01 19:00:00,79,2016-02-01 15:00:00,,,247.5,2.9,,20.7,2016-02-01 13:00:00,6.60,2.5
2016-02-02,11.1,99,11.0,315.0,0.5,9999.0,1900-01-01 00:00:00,6.5,2016-02-02 06:00:00,98,2016-02-02 08:00:00,,,67.5,2.2,,16.7,2016-02-02 16:00:00,1.41,5.0
2016-02-03,12.7,99,12.5,45.0,0.5,9999.0,1900-01-01 00:00:00,6.8,2016-02-03 02:00:00,97,2016-02-03 12:00:00,,,45.0,2.1,,22.2,2016-02-03 20:00:00,3.02,0.0
2016-02-04,14.9,98,14.5,67.5,0.7,9999.0,1900-01-01 00:00:00,7.3,2016-02-04 05:00:00,82,2016-02-04 12:00:00,,,67.5,2.9,,25.3,2016-02-04 12:00:00,4.90,5.0
2016-02-05,13.3,96,12.6,315.0,0.8,9999.0,1900-01-01 00:00:00,6.6,2016-02-05 21:00:00,66,2016-02-05 15:00:00,,,337.5,3.7,,20.5,2016-02-05 15:00:00,6.49,1.0
2016-02-06,9.5,86,7.2,315.0,0.7,9999.0,1900-01-01 00:00:00,5.5,2016-02-06 13:00:00,69,2016-02-06 16:00:00,,,315.0,2.9,,12.8,2016-02-06 06:00:00,2.26,0.5
2016-02-07,9.5,79,5.7,112.5,0.8,9999.0,1900-01-01 00:00:00,0.9,2016-02-07 05:00:00,48,2016-02-07 15:00:00,,,22.5,3.0,,21.1,2016-02-07 14:00:00,14.20,0.0
2016-02-08,11.1,60,2.8,180.0,0.8,9999.0,1900-01-01 00:00:00,0.3,2016-02-08 07:00:00,30,2016-02-08 12:00:00,,,337.5,3.1,,20.7,2016-02-08 17:00:00,18.33,0.0
2016-02-09,13.2,65,6.0,112.5,0.8,9999.0,1900-01-01 00:00:00,3.0,2016-02-09 03:00:00,37,2016-02-09 15:00:00,,,337.5,3.3,,23.4,2016-02-09 13:00:00,19.34,0.0
2016-02-10,15.9,63,8.4,112.5,0.7,9999.0,1900-01-01 00:00:00,6.0,2016-02-10 05:00:00,35,2016-02-10 13:00:00,,,67.5,2.6,,23.2,2016-02-10 15:00:00,7.23,0.0
2016-02-11,18.4,72,12.6,67.5,1.0,9999.0,1900-01-01 00:00:00,9.2,2016-02-11 08:00:00,46,2016-02-11 12:00:00,,,22.5,3.0,,25.8,2016-02-11 15:00:00,14.02,8.5
2016-02-12,20.9,84,17.8,112.5,0.8,9999.0,1900-01-01 00:00:00,13.8,2016-02-12 05:00:00,63,2016-02-12 16:00:00,,,45.0,2.5,,29.9,2016-02-12 17:00:00,11.06,0.0
2016-02-13,21.9,65,14.1,112.5,1.4,9999.0,1900-01-01 00:00:00,13.4,2016-02-13 01:00:00,32,2016-02-13 13:00:00,,,292.5,4.7,,32.3,2016-02-13 14:00:00,19.23,0.0
2016-02-14,18.5,84,15.5,225.0,1.0,9999.0,1900-01-01 00:00:00,7.7,2016-02-14 23:59:59,61,2016-02-14 10:00:00,,,247.5,3.3,,29.1,2016-02-14 13:00:00,10.59,0.0
2016-02-15,10.6,94,9.6,247.5,0.8,9999.0,1900-01-01 00:00:00,3.5,2016-02-15 10:00:00,83,2016-02-15 16:00:00,,,337.5,2.4,,15.3,2016-02-15 14:00:00,2.79,1.5
2016-02-16,10.7,98,10.5,292.5,0.6,9999.0,1900-01-01 00:00:00,5.9,2016-02-16 03:00:00,96,2016-02-16 16:00:00,,,90.0,2.0,,16.7,2016-02-16 03:00:00,1.03,0.0
2016-02-17,13.5,95,12.7,90.0,0.5,9999.0,1900-01-01 00:00:00,7.3,2016-02-17 03:00:00,85,2016-02-17 16:00:00,,,45.0,1.9,,23.3,2016-02-17 10:00:00,3.67,0.0
2016-02-18,15.4,95,14.6,247.5,0.6,9999.0,1900-01-01 00:00:00,7.9,2016-02-18 07:00:00,82,2016-02-18 16:00:00,,,292.5,2.1,,20.4,2016-02-18 16:00:00,7.34,0.5
2016-02-19,17.0,91,15.3,112.5,0.9,9999.0,1900-01-01 00:00:00,9.7,2016-02-19 08:00:00,72,2016-02-19 13:00:00,,,292.5,2.9,,23.3,2016-02-19 13:00:00,12.09,0.0
2016-02-20,13.8,95,12.9,67.5,0.7,9999.0,1900-01-01 00:00:00,8.2,2016-02-20 23:00:00,84,2016-02-20 16:00:00,,,67.5,2.3,,20.1,2016-02-20 16:00:00,3.46,1.0
2016-02-21,15.7,90,14.0,315.0,0.6,9999.0,1900-01-01 00:00:00,8.0,2016-02-21 04:00:00,72,2016-02-21 14:00:00,,,315.0,3.0,,21.4,2016-02-21 12:00:00,7.22,0.0
2016-02-22,18.1,87,15.8,315.0,0.9,9999.0,1900-01-01 00:00:00,10.6,2016-02-22 06:00:00,67,2016-02-22 13:00:00,,,315.0,3.1,,25.3,2016-02-22 21:00:00,14.64,0.0
2016-02-23,16.9,92,15.5,225.0,0.9,9999.0,1900-01-01 00:00:00,9.8,2016-02-23 21:00:00,75,2016-02-23 15:00:00,,,315.0,2.8,,23.9,2016-02-23 15:00:00,10.60,0.0
2016-02-24,12.8,99,12.6,315.0,0.4,9999.0,1900-01-01 00:00:00,8.1,2016-02-24 07:00:00,96,2016-02-24 12:00:00,,,292.5,2.1,,15.7,2016-02-24 11:00:00,0.76,0.0
2016-02-25,14.7,97,14.3,90.0,0.5,9999.0,1900-01-01 00:00:00,10.7,2016-02-25 05:00:00,90,2016-02-25 14:00:00,,,270.0,1.9,,20.2,2016-02-25 20:00:00,2.43,0.5
2016-02-26,15.2,93,14.1,90.0,0.6,9999.0,1900-01-01 00:00:00,7.9,2016-02-26 07:00:00,74,2016-02-26 13:00:00,,,67.5,2.3,,21.0,2016-02-26 13:00:00,5.99,0.0
2016-02-27,14.8,95,14.0,315.0,0.7,9999.0,1900-01-01 00:00:00,7.6,2016-02-27 03:00:00,81,2016-02-27 15:00:00,,,315.0,2.4,,21.4,2016-02-27 15:00:00,6.16,0.0
2016-02-28,17.8,83,14.5,112.5,0.8,9999.0,1900-01-01 00:00:00,10.4,2016-02-28 02:00:00,51,2016-02-28 15:00:00,,,315.0,3.4,,26.4,2016-02-28 15:00:00,15.91,0.0
2016-02-29,17.0,75,11.9,180.0,1.0,9999.0,1900-01-01 00:00:00,7.3,2016-02-29 23:00:00,40,2016-02-29 17:00:00,,,315.0,3.9,,25.6,2016-02-29 13:00:00,19.09,0.0
2016-03-01,14.9,75,10.2,112.5,0.7,9999.0,1900-01-01 00:00:00,5.1,2016-03-01 01:00:00,55,2016-03-01 15:00:00,,,337.5,3.1,,22.6,2016-03-01 14:00:00,15.10,0.0
2016-03-02,15.3,81,11.7,112.5,0.6,9999.0,1900-01-01 00:00:00,6.8,2016-03-02 06:00:00,60,2016-03-02 12:00:00,,,315.0,2.6,,22.6,2016-03-02 12:00:00,11.08,0.0
2016-03-03,16.6,73,11.1,180.0,0.8,9999.0,1900-01-01 00:00:00,6.3,2016-03-03 04:00:00,40,2016-03-03 14:00:00,,,292.5,3.1,,25.1,2016-03-03 14:00:00,16.45,0.0
2016-03-04,18.6,72,13.0,112.5,0.9,9999.0,1900-01-01 00:00:00,11.3,2016-03-04 03:00:00,51,2016-03-04 16:00:00,,,360.0,2.7,,25.5,2016-03-04 16:00:00,10.87,0.0
2016-03-05,20.9,72,15.2,90.0,1.0,9999.0,1900-01-01 00:00:00,14.9,2016-03-05 06:00:00,47,2016-03-05 14:00:00,,,67.5,2.8,,28.5,2016-03-05 14:00:00,13.98,0.0
2016-03-06,20.6,78,16.3,135.0,0.7,9999.0,1900-01-01 00:00:00,13.2,2016-03-06 06:00:00,55,2016-03-06 14:00:00,,,247.5,3.1,,28.0,2016-03-06 14:00:00,13.36,0.0
2016-03-07,19.7,85,17.1,112.5,0.6,9999.0,1900-01-01 00:00:00,11.5,2016-03-07 06:00:00,72,2016-03-07 13:00:00,,,270.0,3.0,,25.0,2016-03-07 11:00:00,9.28,0.0
2016-03-08,21.1,91,19.3,292.5,0.7,9999.0,1900-01-01 00:00:00,14.7,2016-03-08 04:00:00,76,2016-03-08 14:00:00,,,292.5,2.5,,26.4,2016-03-08 11:00:00,7.66,0.0
2016-03-09,18.6,95,17.7,112.5,0.8,9999.0,1900-01-01 00:00:00,12.2,2016-03-09 19:00:00,84,2016-03-09 12:00:00,,,315.0,2.7,,23.5,2016-03-09 04:00:00,1.99,11.0
2016-03-10,12.5,99,12.4,292.5,0.8,9999.0,1900-01-01 00:00:00,5.8,2016-03-10 23:00:00,99,2016-03-10 02:00:00,,,315.0,4.4,,17.7,2016-03-10 01:00:00,0.57,37.0
2016-03-11,10.7,99,10.6,292.5,0.6,9999.0,1900-01-01 00:00:00,4.3,2016-03-11 07:00:00,99,2016-03-11 21:00:00,,,315.0,2.3,,20.7,2016-03-11 23:59:59,1.05,22.0
2016-03-12,15.3,96,14.7,67.5,0.6,9999.0,1900-01-01 00:00:00,9.9,2016-03-12 02:00:00,77,2016-03-12 13:00:00,,,292.5,3.0,,22.3,2016-03-12 13:00:00,7.70,1.5
2016-03-13,17.3,96,16.7,90.0,0.6,9999.0,1900-01-01 00:00:00,11.1,2016-03-13 07:00:00,75,2016-03-13 16:00:00,,,247.5,3.2,,25.0,2016-03-13 16:00:00,4.12,6.5
2016-03-14,13.7,99,13.6,315.0,0.6,9999.0,1900-01-01 00:00:00,7.6,2016-03-14 11:00:00,99,2016-03-14 04:00:00,,,247.5,3.0,,21.2,2016-03-14 23:00:00,1.22,16.0
2016-03-15,13.9,99,13.7,292.5,0.4,9999.0,1900-01-01 00:00:00,8.4,2016-03-15 02:00:00,99,2016-03-15 02:00:00,,,67.5,1.9,,18.5,2016-03-15 16:00:00,0.43,6.5
2016-03-16,16.3,98,16.0,67.5,0.6,9999.0,1900-01-01 00:00:00,10.6,2016-03-16 05:00:00,87,2016-03-16 14:00:00,,,67.5,2.8,,23.3,2016-03-16 14:00:00,3.57,1.5
2016-03-17,19.4,93,18.2,315.0,0.6,9999.0,1900-01-01 00:00:00,12.7,2016-03-17 01:00:00,79,2016-03-17 13:00:00,,,247.5,2.8,,25.2,2016-03-17 14:00:00,9.55,0.0
2016-03-18,22.5,90,20.4,112.5,0.9,9999.0,1900-01-01 00:00:00,13.3,2016-03-18 07:00:00,65,2016-03-18 14:00:00,,,247.5,3.5,,31.0,2016-03-18 14:00:00,12.20,0.5
2016-03-19,21.4,99,21.1,315.0,0.6,9999.0,1900-01-01 00:00:00,16.7,2016-03-19 07:00:00,91,2016-03-19 17:00:00,,,45.0,3.2,,26.4,2016-03-19 15:00:00,2.77,3.5
2016-03-20,18.9,97,18.3,90.0,0.6,9999.0,1900-01-01 00:00:00,12.7,2016-03-20 08:00:00,71,2016-03-20 21:00:00,,,112.5,3.0,,23.2,2016-03-20 20:00:00,0.78,14.0
2016-03-21,16.8,99,16.7,45.0,0.7,9999.0,1900-01-01 00:00:00,10.9,2016-03-21 14:00:00,93,2016-03-21 10:00:00,,,45.0,3.4,,21.2,2016-03-21 10:00:00,2.01,6.5
2016-03-22,18.8,97,18.3,292.5,0.6,9999.0,1900-01-01 00:00:00,10.8,2016-03-22 06:00:00,83,2016-03-22 13:00:00,,,67.5,2.8,,23.5,2016-03-22 13:00:00,8.10,3.5
2016-03-23,17.9,99,17.7,90.0,0.6,9999.0,1900-01-01 00:00:00,11.6,2016-03-23 04:00:00,99,2016-03-23 13:00:00,,,315.0,2.0,,21.5,2016-03-23 15:00:00,1.14,11.5
2016-03-24,12.4,99,12.3,315.0,0.7,9999.0,1900-01-01 00:00:00,7.3,2016-03-24 08:00:00,99,2016-03-24 09:00:00,,,45.0,2.9,,17.0,2016-03-24 03:00:00,0.50,8.0
2016-03-25,10.4,99,10.3,315.0,0.6,9999.0,1900-01-01 00:00:00,5.4,2016-03-25 16:00:00,99,2016-03-25 22:00:00,,,315.0,2.3,,19.2,2016-03-25 13:00:00,0.50,23.0
2016-03-26,13.2,88,10.9,225.0,0.7,9999.0,1900-01-01 00:00:00,5.5,2016-03-26 02:00:00,57,2016-03-26 16:00:00,,,270.0,2.7,,21.5,2016-03-26 16:00:00,13.40,0.5
2016-03-27,13.4,81,9.6,90.0,1.0,9999.0,1900-01-01 00:00:00,7.4,2016-03-27 05:00:00,48,2016-03-27 14:00:00,,,315.0,4.7,,20.7,2016-03-27 15:00:00,15.20,0.0
2016-03-28,14.7,67,7.6,112.5,1.0,9999.0,1900-01-01 00:00:00,3.5,2016-03-28 05:00:00,36,2016-03-28 15:00:00,,,315.0,3.1,,24.8,2016-03-28 15:00:00,21.42,0.0
2016-03-29,17.7,60,9.0,112.5,1.0,9999.0,1900-01-01 00:00:00,7.4,2016-03-29 04:00:00,36,2016-03-29 10:00:00,,,315.0,3.1,,25.8,2016-03-29 11:00:00,18.86,0.0
2016-03-30,19.5,74,14.3,112.5,0.9,9999.0,1900-01-01 00:00:00,13.8,2016-03-30 06:00:00,52,2016-03-30 11:00:00,,,292.5,3.5,,26.9,2016-03-30 14:00:00,16.21,0.0
2016-03-31,21.7,86,19.1,112.5,0.8,9999.0,1900-01-01 00:00:00,13.7,2016-03-31 05:00:00,63,2016-03-31 11:00:00,,,292.5,2.7,,29.2,2016-03-31 13:00:00,13.04,0.0
2016-04-01,20.1,97,19.6,292.5,0.5,9999.0,1900-01-01 00:00:00,10.5,2016-04-01 23:59:59,83,2016-04-01 17:00:00,,,292.5,2.2,,25.2,2016-04-01 16:00:00,4.41,0.0
2016-04-02,21.7,92,20.2,180.0,0.6,9999.0,1900-01-01 00:00:00,14.9,2016-04-02 07:00:00,75,2016-04-02 15:00:00,,,225.0,2.3,,28.4,2016-04-02 15:00:00,9.80,0.0
2016-04-03,22.4,91,20.8,112.5,0.7,9999.0,1900-01-01 00:00:00,15.0,2016-04-03 01:00:00,75,2016-04-03 11:00:00,,,292.5,3.1,,29.8,2016-04-03 14:00:00,8.06,0.0
2016-04-04,22.7,86,20.0,292.5,0.7,9999.0,1900-01-01 00:00:00,17.2,2016-04-04 20:00:00,63,2016-04-04 15:00:00,,,315.0,3.0,,28.9,2016-04-04 15:00:00,12.91,0.0
2016-04-05,22.2,88,20.0,292.5,0.8,9999.0,1900-01-01 00:00:00,15.9,2016-04-05 07:00:00,70,2016-04-05 12:00:00,,,360.0,3.0,,29.6,2016-04-05 15:00:00,14.78,0.0
2016-04-06,23.9,83,20.6,157.5,0.8,9999.0,1900-01-01 00:00:00,12.9,2016-04-06 06:00:00,63,2016-04-06 14:00:00,,,315.0,2.9,,32.0,2016-04-06 12:00:00,17.85,0.0
2016-04-07,24.8,82,21.0,67.5,1.1,9999.0,1900-01-01 00:00:00,16.3,2016-04-07 03:00:00,53,2016-04-07 12:00:00,,,247.5,4.2,,34.1,2016-04-07 13:00:00,17.80,0.0
2016-04-08,23.8,85,20.9,180.0,1.0,9999.0,1900-01-01 00:00:00,15.5,2016-04-08 05:00:00,57,2016-04-08 15:00:00,,,270.0,3.2,,30.4,2016-04-08 14:00:00,16.12,0.0
2016-04-09,22.6,89,20.5,292.5,0.9,9999.0,1900-01-01 00:00:00,13.8,2016-04-09 04:00:00,69,2016-04-09 12:00:00,,,292.5,2.7,,29.9,2016-04-09 12:00:00,10.35,0.0
2016-04-10,22.7,85,19.7,90.0,0.9,9999.0,1900-01-01 00:00:00,14.1,2016-04-10 19:00:00,60,2016-04-10 12:00:00,,,202.5,5.2,,30.5,2016-04-10 11:00:00,9.39,20.0
2016-04-11,20.7,96,20.0,270.0,0.9,9999.0,1900-01-01 00:00:00,14.3,2016-04-11 01:00:00,81,2016-04-11 13:00:00,,,45.0,3.8,,28.2,2016-04-11 16:00:00,6.12,13.0
2016-04-12,21.5,94,20.3,292.5,0.9,9999.0,1900-01-01 00:00:00,14.3,2016-04-12 04:00:00,75,2016-04-12 12:00:00,,,315.0,3.1,,27.8,2016-04-12 13:00:00,13.74,4.5
2016-04-13,21.6,91,19.9,67.5,1.3,9999.0,1900-01-01 00:00:00,14.6,2016-04-13 06:00:00,68,2016-04-13 17:00:00,,,225.0,5.2,,28.2,2016-04-13 09:00:00,3.24,13.0
2016-04-14,22.4,93,21.1,90.0,0.8,9999.0,1900-01-01 00:00:00,15.9,2016-04-14 20:00:00,69,2016-04-14 10:00:00,,,45.0,3.3,,29.0,2016-04-14 13:00:00,7.20,15.5
2016-04-15,21.7,99,21.5,90.0,0.8,9999.0,1900-01-01 00:00:00,15.0,2016-04-15 07:00:00,92,2016-04-15 11:00:00,,,360.0,4.1,,27.1,2016-04-15 11:00:00,4.87,14.0
2016-04-16,24.5,82,20.7,180.0,1.1,9999.0,1900-01-01 00:00:00,16.3,2016-04-16 02:00:00,50,2016-04-16 15:00:00,,,225.0,4.4,,31.4,2016-04-16 14:00:00,22.51,0.0
2016-04-17,23.8,88,21.6,292.5,0.8,9999.0,1900-01-01 00:00:00,17.6,2016-04-17 04:00:00,70,2016-04-17 09:00:00,,,315.0,3.1,,29.3,2016-04-17 14:00:00,10.92,0.0
2016-04-18,21.2,95,20.1,90.0,0.8,9999.0,1900-01-01 00:00:00,13.7,2016-04-18 23:59:59,61,2016-04-18 14:00:00,,,360.0,4.5,,28.4,2016-04-18 14:00:00,7.06,14.5
2016-04-19,22.1,91,20.5,315.0,0.8,9999.0,1900-01-01 00:00:00,12.6,2016-04-19 06:00:00,76,2016-04-19 15:00:00,,,315.0,3.4,,29.5,2016-04-19 13:00:00,20.18,0.0
2016-04-20,22.3,94,21.2,315.0,0.8,9999.0,1900-01-01 00:00:00,16.3,2016-04-20 02:00:00,78,2016-04-20 15:00:00,,,315.0,2.7,,28.2,2016-04-20 15:00:00,13.01,0.0
2016-04-21,25.7,86,22.7,247.5,1.2,9999.0,1900-01-01 00:00:00,16.2,2016-04-21 01:00:00,58,2016-04-21 14:00:00,,,270.0,4.6,,34.1,2016-04-21 15:00:00,19.96,0.0
2016-04-22,24.3,86,21.5,180.0,1.0,9999.0,1900-01-01 00:00:00,18.3,2016-04-22 03:00:00,63,2016-04-22 13:00:00,,,247.5,4.1,,32.3,2016-04-22 10:00:00,15.35,0.0
2016-04-23,25.1,79,21.0,90.0,0.9,9999.0,1900-01-01 00:00:00,16.4,2016-04-23 07:00:00,58,2016-04-23 10:00:00,,,270.0,3.4,,32.3,2016-04-23 14:00:00,17.43,0.0
2016-04-24,22.9,88,20.7,67.5,0.7,9999.0,1900-01-01 00:00:00,17.5,2016-04-24 23:00:00,62,2016-04-24 14:00:00,,,90.0,3.2,,28.2,2016-04-24 15:00:00,5.01,13.0
2016-04-25,23.7,88,21.4,90.0,0.7,9999.0,1900-01-01 00:00:00,16.1,2016-04-25 01:00:00,65,2016-04-25 11:00:00,,,292.5,2.3,,30.5,2016-04-25 12:00:00,8.03,0.0
2016-04-26,24.7,89,22.6,90.0,0.8,9999.0,1900-01-01 00:00:00,14.7,2016-04-26 06:00:00,68,2016-04-26 09:00:00,,,292.5,2.8,,31.4,2016-04-26 09:00:00,12.38,4.5
2016-04-27,23.9,94,22.6,67.5,0.8,9999.0,1900-01-01 00:00:00,18.2,2016-04-27 23:59:59,69,2016-04-27 12:00:00,,,67.5,3.5,,30.3,2016-04-27 13:00:00,9.49,10.0
2016-04-28,24.1,89,22.0,180.0,0.7,9999.0,1900-01-01 00:00:00,18.2,2016-04-28 02:00:00,72,2016-04-28 16:00:00,,,360.0,3.3,,30.4,2016-04-28 14:00:00,12.92,0.0
2016-04-29,23.3,82,19.5,225.0,0.9,9999.0,1900-01-01 00:00:00,15.4,2016-04-29 22:00:00,51,2016-04-29 16:00:00,,,270.0,2.8,,29.6,2016-04-29 16:00:00,18.89,0.0
2016-04-30,21.6,85,18.8,90.0,0.6,9999.0,1900-01-01 00:00:00,14.5,2016-04-30 02:00:00,64,2016-04-30 13:00:00,,,292.5,2.1,,27.7,2016-04-30 14:00:00,7.52,0.0
2016-05-01,21.0,96,20.4,90.0,0.8,9999.0,1900-01-01 00:00:00,15.6,2016-05-01 09:00:00,93,2016-05-01 17:00:00,,,67.5,3.5,,24.7,2016-05-01 18:00:00,4.52,3.5
